Songtitle,Artist(s),uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Stay,['Post Malone'],spotify:track:4H7WNRErSbONkM06blBoGc,0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046
Suicide Saturday,['Hippo Campus'],spotify:track:0scQIzgcOhnmfqfOTpRUFH,0.443,0.719,5,-5.555,1,0.033,0.0225,0.0,0.227,0.559,155.895
Pineapple (feat. Gucci Mane & Quavo),"['Ty Dolla $ign', 'Gucci Mane', 'Quavo']",spotify:track:0TFVOjSvPTjFHkiZZekK5k,0.964,0.555,5,-6.245,0,0.0499,0.0301,0.000567,0.128,0.338,130.017
Powerglide (feat. Juicy J),"['Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi', 'Juicy J']",spotify:track:2yUbCEiaolfSMluDo9RMmG,0.712,0.829,1,-4.707,0,0.141,0.0149,0.0,0.122,0.593,173.953
JAPAN,['Famous Dex'],spotify:track:4lTiuD1DwBKo4L7wqMkD7C,0.733,0.678,6,-7.771,1,0.439,0.121,0.0,0.345,0.841,175.984
Let You Down,['NF'],spotify:track:52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997
Hold Me Down,['Daniel Caesar'],spotify:track:1Mza2sr6tPhy6jjI3HB9fW,0.463,0.427,8,-9.799,0,0.0549,0.628,0.000565,0.0911,0.231,116.059
We Find Love,['Daniel Caesar'],spotify:track:1TPLsNVlofwX1txcE9gZZF,0.51,0.363,5,-8.635,1,0.0304,0.853,0.0,0.109,0.426,78.0
Get You (feat. Kali Uchis),"['Daniel Caesar', 'Kali Uchis']",spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038
Best Part (feat. H.E.R.),"['Daniel Caesar', 'H.E.R.']",spotify:track:1RMJOxR6GRPsBHL8qeC2ux,0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24
Send Me on My Way,['Rusted Root'],spotify:track:6hs3SDnbO3f6VQuPO4KBEb,0.5,0.681,0,-9.556,1,0.0672,0.114,4.01e-05,0.139,0.745,119.46
Plug Walk,['Rich The Kid'],spotify:track:6mAz8D1TmlTuef90dbNIiZ,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981
no tears left to cry,['Ariana Grande'],spotify:track:5SxkdsY1ufZzoq9iXceLw9,0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.274,0.366,121.969
Nice For What,['Drake'],spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35
Pristine,['Snail Mail'],spotify:track:1JK7oWiemlE6d4zAMnHWvS,0.483,0.695,0,-5.493,1,0.0313,0.00461,0.000661,0.102,0.294,126.212
Ultraviolet,['King Tuff'],spotify:track:1IhwgE6kkq953dMGzPNAgF,0.172,0.875,0,-6.7,1,0.0576,1.62e-05,0.000224,0.356,0.47,147.334
5 Dolla Bill,['Pac Div'],spotify:track:4Jhj2ENdSzfywn3GGNidPy,0.603,0.756,9,-6.412,1,0.183,0.133,0.0,0.197,0.588,103.03
Pull Up (feat. Joey Bada$$ & A$AP Ferg),"['Powers Pleasant', 'Joey Bada$$', 'A$AP Ferg']",spotify:track:6lM1G8kF3xCUW20lIRfoBm,0.853,0.602,4,-6.263,0,0.21,0.0669,0.0,0.417,0.443,132.978
Since I Was Broke,['Russ'],spotify:track:08ntmhHDchHojPJQNoelNK,0.741,0.402,0,-8.93,0,0.0888,0.304,0.0,0.0869,0.258,134.086
1942 (feat. Yo Gotti & YBN Nahmir),"['G-Eazy', 'Yo Gotti', 'YBN Nahmir']",spotify:track:794QVQtFNy7hvtjQP1keQd,0.817,0.646,4,-5.12,0,0.249,0.0152,0.0,0.125,0.835,162.898
Esskeetit,['Lil Pump'],spotify:track:44KKhCyI0BGS6LvVyDqJtH,0.934,0.505,11,-7.648,1,0.168,0.0229,0.0,0.0867,0.691,139.93
Now (feat. 21 Savage),"['Young Thug', '21 Savage']",spotify:track:3Ee6DIAcyueyz2wOe81vc3,0.968,0.353,6,-7.422,1,0.331,0.000209,2.48e-06,0.094,0.0971,130.016
Window Pain - Outro,['J. Cole'],spotify:track:5Lgqu1th1KqlG97OF2gWGe,0.719,0.626,8,-9.351,1,0.397,0.0607,0.0,0.0728,0.179,75.032
The Cut Off (feat. kiLL edward),"['J. Cole', 'kiLL edward']",spotify:track:3rFF7kSm5qBOOPs6ljFgPp,0.734,0.543,1,-7.979,1,0.4,0.186,0.0,0.372,0.336,78.168
1985 - Intro to “The Fall Off”,['J. Cole'],spotify:track:7EulRO07ZgchxqKUHb8Pvc,0.679,0.648,2,-5.892,1,0.445,0.145,0.0,0.182,0.635,94.378
FRIENDS (feat. kiLL edward),"['J. Cole', 'kiLL edward']",spotify:track:6onwlDmIVKE8bBgyBRSuS0,0.715,0.652,6,-7.909,0,0.396,0.101,0.0,0.11,0.498,109.28
Kevin’s Heart,['J. Cole'],spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079
BRACKETS,['J. Cole'],spotify:track:5sWbwccBcyHsg5LEKWGZo9,0.678,0.567,10,-9.148,0,0.261,0.188,1.67e-06,0.164,0.658,84.039
ATM,['J. Cole'],spotify:track:2UciqgwVDwro0fev3MFbxJ,0.772,0.498,8,-7.661,1,0.649,0.115,0.0,0.0898,0.351,81.817
Photograph,['J. Cole'],spotify:track:0bhnUFDQFCEHCBlsQfHnj5,0.691,0.487,1,-6.416,1,0.268,0.0299,0.0,0.0868,0.358,104.98
KOD,['J. Cole'],spotify:track:7yotKA30dwTKNEGomV9ZsI,0.823,0.783,0,-6.274,1,0.154,0.21,0.0,0.113,0.199,141.882
Motiv8,['J. Cole'],spotify:track:1AT4xjNarTswd0UZ5FlmKF,0.869,0.385,4,-7.801,1,0.297,0.135,0.0,0.0931,0.596,149.897
Sultans of Swing,['Dire Straits'],spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217
Kickapoo,['Tenacious D'],spotify:track:7lFgli7y2vo7sjgynHZzBP,0.501,0.796,0,-4.599,1,0.104,0.107,0.000974,0.539,0.582,130.719
"So Fresh, So Clean",['Outkast'],spotify:track:0UJQpwj5THX0fv0FdB0tDm,0.711,0.697,5,-5.506,0,0.326,0.0339,0.0,0.0905,0.91,166.023
Yodeling Boi,['Culdesac'],spotify:track:2zZfntQQlBYEWpJaKGiJBJ,0.826,0.315,5,-11.14,1,0.0957,0.28,0.00208,0.385,0.118,126.995
bellyache,['Billie Eilish'],spotify:track:51NFxnQvaosfDDutk0tams,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939
What You Waiting For,"['Gazzo', 'SUGARWHISKEY']",spotify:track:5zaWOwIvbf8z8zAEpnbEHL,0.626,0.916,11,-2.555,1,0.0726,0.0181,1.11e-05,0.42,0.609,130.061
We Are,"['Woo', 'Loco', 'GRAY']",spotify:track:2SMq0lOqCTHayWa9juoI0d,0.756,0.808,7,-3.272,1,0.0752,0.147,0.0,0.129,0.685,100.018
OKRA,"['Tyler, The Creator']",spotify:track:74ZovzRxHBvCq5yIwe8boh,0.589,0.57,1,-9.54,1,0.361,0.0456,1.51e-06,0.137,0.441,136.203
Habibi,['Sik-K'],spotify:track:18K3144Ugca0LSMqEi9KTw,0.803,0.696,1,-4.72,1,0.0431,0.191,0.0,0.213,0.658,125.986
Can't Wait,"['millic', '(((O)))']",spotify:track:5QpA7LADBx6kCbx1fH1Utm,0.517,0.401,1,-10.609,0,0.0495,0.892,0.0829,0.11,0.109,122.064
HANGANG,['Hoody'],spotify:track:6nSHtgTH5a959xPucs6Ilb,0.685,0.559,11,-6.004,1,0.0548,0.196,0.0,0.165,0.77,109.151
Love The Way You Lie,"['Eminem', 'Rihanna']",spotify:track:15JINEqzVMv3SvJTAXAKED,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989
Without Me,['Eminem'],spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238
Not Afraid,['Eminem'],spotify:track:7Ie9W94M7OjPoZVV216Xus,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635
Oomps Revenge,['Trippie Redd'],spotify:track:3GOZyiebYv432EnVy9XwzE,0.579,0.587,9,-8.383,0,0.355,0.103,0.0,0.112,0.705,85.732
Taking A Walk,['Trippie Redd'],spotify:track:4mHgYpuGHu99Mw69E83CP2,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031
Dark Knight Dummo,"['Trippie Redd', 'Travis Scott']",spotify:track:4apiNNK0jp9uqn3JDG9My1,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444
DADDY,"['PSY', 'CL']",spotify:track:4fAvxYyU2u4fAJ0dmUsKfw,0.762,0.87,6,-3.287,0,0.128,0.0788,0.0,0.137,0.753,132.049
Gangnam Style (강남스타일),['PSY'],spotify:track:03UrZgTINDqvnUMbbIMhql,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067
Trust Nobody,['070 Shake'],spotify:track:6Ad7WTkvAC1800UGZ7gISb,0.708,0.44,10,-8.287,0,0.0325,0.168,0.0,0.107,0.314,112.94
Day 1 ◑,['HONNE'],spotify:track:7AWZvcyaSBxRzaBJcHf9XL,0.503,0.581,6,-7.007,1,0.0881,0.21,0.000708,0.257,0.633,94.555
Nevermind,['Dennis Lloyd'],spotify:track:63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977
Lie,['NF'],spotify:track:07FkzikE6FuHIa8Ma7zJGc,0.513,0.661,5,-6.419,1,0.24,0.161,0.0,0.246,0.179,94.791
Born To Be Yours,"['Kygo', 'Imagine Dragons']",spotify:track:0WVAQaxrT0wsGEG4BCVSn2,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011
Ocean (feat. Khalid),"['Martin Garrix', 'Khalid']",spotify:track:3nc420PXjTdBV5TN0gCFkS,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912
you should see me in a crown,['Billie Eilish'],spotify:track:6vsV4D8BM6PioRr1UOx0n2,0.697,0.552,1,-10.271,0,0.196,0.479,0.127,0.147,0.278,75.235
We Don't Care,"['Sigala', 'The Vamps']",spotify:track:59D6pNWyn8UXPpos5fbAqm,0.423,0.857,10,-3.441,0,0.275,0.0316,0.0,0.0555,0.655,180.01
One Day (feat. Ryan Tedder),"['Logic', 'Ryan Tedder']",spotify:track:6e2PtJYcltVk76nLwxBzRn,0.529,0.871,10,-5.831,1,0.155,0.118,0.000164,0.115,0.272,189.837
Shotgun,['George Ezra'],spotify:track:4ofwffwvvnbSkrMSCKQDaC,0.672,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.741
Connection,['OneRepublic'],spotify:track:3T4UodGkfZObJ43RtA5KFU,0.611,0.602,5,-4.89,1,0.0437,0.000837,0.0,0.112,0.624,168.154
Tie Me Down (with Elley Duhé),"['Gryffin', 'Elley Duhé']",spotify:track:4QVS8YCpK71R4FsxSMCjhP,0.548,0.839,6,-2.371,1,0.0644,0.135,0.0,0.102,0.314,98.932
Natural,['Imagine Dragons'],spotify:track:4zIO3ilp5HvTeK3HJHxhMP,0.448,0.612,2,-6.106,1,0.0708,0.216,0.0,0.08,0.213,97.773
I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",spotify:track:58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048
FEFE (feat. Nicki Minaj & Murda Beatz),"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",spotify:track:2E124GmJRnBJuXbTb4cPUB,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978
Rise,"['Jonas Blue', 'Jack & Jack']",spotify:track:3u1S1OmAUhx5DRlLrXqyp3,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066
Girls Like You (feat. Cardi B),"['Maroon 5', 'Cardi B']",spotify:track:6FRLCMO5TUHTexlWo8ym1W,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959
Body,"['Loud Luxury', 'Brando']",spotify:track:21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958
Be Alright,['Dean Lewis'],spotify:track:3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684
Happy Now,"['Zedd', 'Elley Duhé']",spotify:track:4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335
In My Mind,"['Dynoro', ""Gigi D'Agostino""]",spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
No Brainer,"['DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper']",spotify:track:5WvAo7DNuPRmk4APhdPzi8,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702
Beautiful (feat. Camila Cabello),"['Bazzi', 'Camila Cabello']",spotify:track:4VUwkH455At9kENOfzTqmF,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027
"Requiem in D Minor K626, III. Sequenz: Lacrimosa dies illa","['Wolfgang Amadeus Mozart', 'Caroline Maria Petrig/Christel Borchers/Peter Straka/Mathias Hölle/Philharmonischer Chor München/Münchner Philharmoniker/Sergiù Celibidache', 'Sergiu Celibidache', 'Munich Philharmonic Orchestra']",spotify:track:0XZsB7VdPjaSlLuVgTGwb3,0.102,0.0821,2,-20.332,0,0.04,0.984,0.927,0.0664,0.0378,168.369
Lord Knows (feat. Tory Lanez),"['Meek Mill', 'Tory Lanez']",spotify:track:57hCSu4zMTdnSum7NBL1Ye,0.434,0.695,10,-7.464,0,0.485,0.0168,0.0,0.834,0.16,167.309
All Your Fault,"['Big Sean', 'Kanye West']",spotify:track:30CZcZ0NpTXjVJJa5X5nwf,0.815,0.738,5,-4.395,0,0.214,0.308,0.0,0.275,0.547,100.095
Tennessee Whiskey,['Chris Stapleton'],spotify:track:3fqwjXwUGN6vbzIwvyFMhx,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718
Spaceship,"['Kanye West', 'GLC', 'Consequence']",spotify:track:0RuJD7YfBO2gvj6smWkAgR,0.522,0.773,5,-5.327,0,0.22,0.513,0.0,0.621,0.652,178.073
FILA,"['Uzuhan', 'pH-1', 'Sam Ock']",spotify:track:475bkEEyDBR7DVnzNnC5ZN,0.905,0.613,11,-7.653,0,0.28,0.394,0.0,0.048,0.724,139.961
Nikes on My Feet,['Mac Miller'],spotify:track:4Hq1q82uvzNxUYmgBOxPco,0.823,0.438,9,-8.728,0,0.279,0.537,0.0,0.105,0.59,92.047
Meditate (feat. J.I.D.),"['EARTHGANG', 'JID']",spotify:track:0Eqm7hD828cATBLUx2fJox,0.743,0.679,10,-8.295,0,0.286,0.0757,0.0,0.347,0.618,147.752
A$AP Forever (feat. Moby),"['A$AP Rocky', 'Moby']",spotify:track:1YmF9PvLhIISIANoMLIYGq,0.469,0.78,10,-6.49,0,0.122,0.224,0.0,0.13,0.444,125.999
Liquor Locker,['VIC MENSA'],spotify:track:5YbrqNUUleF39Ai3b3ruQy,0.497,0.433,6,-7.126,0,0.235,0.0534,0.0,0.0545,0.447,78.479
Best Day Ever,['Mac Miller'],spotify:track:2jeWxoYEARpy0lGGahsKd5,0.305,0.561,9,-4.55,1,0.0449,0.0466,0.0,0.193,0.0578,134.353
Work Out,['Chance the Rapper'],spotify:track:3PdgIdRXJjgxfOr7slldel,0.678,0.659,1,-4.694,1,0.312,0.492,0.0,0.106,0.675,173.988
Jump,['Mac Miller'],spotify:track:7uhniEFBcLsYD4W92E0Nx2,0.649,0.783,5,-7.187,0,0.0734,0.0597,0.0,0.735,0.298,132.986
Perfecto,['Mac Miller'],spotify:track:0Xcy81PsJCOO6mhLZaQyQ4,0.599,0.317,1,-11.212,1,0.174,0.748,0.0,0.111,0.203,148.09
Jet Fuel,['Mac Miller'],spotify:track:2JmFRXaJrkAUD2cs6U20KG,0.791,0.557,7,-9.622,0,0.0698,0.54,0.0,0.103,0.284,119.973
Dunno,['Mac Miller'],spotify:track:3YnwIp2b99p3e5dsFTXIIx,0.622,0.229,1,-11.322,1,0.0445,0.768,0.00906,0.134,0.0998,81.87
Hurt Feelings,['Mac Miller'],spotify:track:5p7GiBZNL1afJJDUrOA6C8,0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655
Small Worlds,['Mac Miller'],spotify:track:4gT3mNJA8lnlkYFqGZ8IA2,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267
2009,['Mac Miller'],spotify:track:6dFn6my1sHK2bcf23GlHwM,0.533,0.496,6,-9.363,0,0.517,0.77,0.000164,0.0969,0.173,155.158
Ladders,['Mac Miller'],spotify:track:39NDBdU5Xkm5pCFGa5kZtI,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961
Conversation Pt. 1,['Mac Miller'],spotify:track:1oFEAWvPHP5TdSlmIs77sV,0.787,0.472,6,-10.032,0,0.113,0.64,5.22e-05,0.11,0.264,144.998
Wings,['Mac Miller'],spotify:track:16umSNZfofRpDqTvf8DIAo,0.656,0.33,8,-8.771,1,0.162,0.818,0.00386,0.107,0.349,119.057
Self Care,['Mac Miller'],spotify:track:5bJ1DrEM4hNCafcDd1oxHx,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894
What's the Use?,['Mac Miller'],spotify:track:2dgrYdgguVZKeCsrVb9XEs,0.759,0.492,1,-10.338,0,0.12,0.736,0.00989,0.107,0.561,104.974
So It Goes,['Mac Miller'],spotify:track:0EA2RhRHL4KWeNa7JfD1Yw,0.576,0.556,0,-6.474,1,0.231,0.812,0.125,0.0943,0.294,148.173
Come Back to Earth,['Mac Miller'],spotify:track:01z2fBGB8Hl3Jd3zXe4IXR,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507
Ok Alright (feat. ScHoolboy Q),"['Travis Scott', 'ScHoolboy Q']",spotify:track:0MRZ9nMoLc7qQ8Nhovv8C8,0.53,0.661,8,-5.507,1,0.083,0.141,0.00018,0.123,0.149,122.482
5% TINT,['Travis Scott'],spotify:track:11kDth1aKUEUMq9r1pqyds,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0
R.I.P. SCREW,['Travis Scott'],spotify:track:4SZepBIPDRwPaHIjAKwRDb,0.607,0.609,0,-5.978,0,0.291,0.389,1.6e-05,0.111,0.556,74.946
STARGAZING,['Travis Scott'],spotify:track:7wBJfHzpfI3032CSD7CE2m,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007
COFFEE BEAN,['Travis Scott'],spotify:track:6vnfObZ4Ys70SBAtti1xZ9,0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004
NO BYSTANDERS,['Travis Scott'],spotify:track:6OaVWaGfhXn70ZJfdVcabn,0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045
SKELETONS,['Travis Scott'],spotify:track:6NMtzpDQBTOfJwMzgMX0zl,0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054
SICKO MODE,['Travis Scott'],spotify:track:2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008
STOP TRYING TO BE GOD,['Travis Scott'],spotify:track:1xYpVRspgaLxdJLOTQkTjg,0.588,0.567,4,-3.738,0,0.0628,0.221,0.0,0.135,0.113,150.009
WAKE UP,['Travis Scott'],spotify:track:20MuVazoNMv6xjKPnRFOxG,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07
YOSEMITE,['Travis Scott'],spotify:track:7lAK3oHbfEnvUQWosrMMpR,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047
CAN'T SAY,['Travis Scott'],spotify:track:27a1mYSG5tYg7dmEjWBcmL,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98
"U (feat. Kwon Jin Ah, Rap Monster)","['Primary', 'Kwon Jin Ah', 'RM']",spotify:track:1RRHdw3wk4JokWiBEBGSqK,0.525,0.661,0,-8.679,1,0.194,0.372,0.00155,0.167,0.624,175.812
Head In The Clouds,"['88rising', 'Joji']",spotify:track:3kYARoLSAvt86VFZ55BQcq,0.516,0.456,9,-9.242,1,0.0397,0.281,1.27e-05,0.0847,0.238,145.843
Come on In,['Aftercost'],spotify:track:43zljgGdfMQLejH4kUSlLl,0.599,0.68,4,-8.559,1,0.0326,0.0145,0.00896,0.227,0.506,129.961
Let It Go,"['88rising', 'Higher Brothers', 'BlocBoy JB']",spotify:track:1uGooqNfg2PDfVZ0POkzuU,0.862,0.814,1,-4.836,1,0.142,0.0267,0.0,0.163,0.814,110.035
Peach Jam,"['88rising', 'Joji', 'BlocBoy JB']",spotify:track:6dktyiCWz2JYGmcPQ5D5dY,0.857,0.668,7,-6.816,1,0.052,0.0175,0.000595,0.101,0.624,89.986
Red Rubies,"['88rising', 'Rich Brian', 'Yung Bans', 'Yung Pinch', 'Higher Brothers', 'Don Krez']",spotify:track:3oFB1Je60Up6LMDDWCi5mJ,0.856,0.382,0,-7.71,0,0.116,0.512,0.0,0.106,0.288,135.07
La Cienega,"['88rising', 'Joji', 'NIKI']",spotify:track:3iGz75NJkqHubYUMRELLyP,0.61,0.318,8,-9.95,1,0.148,0.506,0.000617,0.102,0.214,109.491
Midsummer Madness,"['88rising', 'Joji', 'Rich Brian', 'Higher Brothers', 'AUGUST 08']",spotify:track:6TodWdTSDfzwgYynTZSvJn,0.409,0.678,9,-7.731,1,0.0878,0.359,4.76e-06,0.167,0.168,89.968
Swimming Pool,"['88rising', 'Higher Brothers', '03 Greedo']",spotify:track:4xUnvfs5lN7hcgWwyXZA11,0.774,0.63,0,-7.807,0,0.286,0.349,0.0,0.311,0.77,140.033
Lover Boy 88,"['88rising', 'Phum Viphurit', 'Higher Brothers']",spotify:track:2vRDFgdJiILUdDOLL8hLH3,0.734,0.699,11,-6.689,1,0.0614,0.349,0.0,0.261,0.5,109.979
Warpaint,"['88rising', 'NIKI']",spotify:track:3j1fOrxmfuym91Cf9v397b,0.68,0.658,1,-5.356,1,0.0535,0.082,0.0324,0.109,0.278,128.921
I Want In,"['88rising', 'AUGUST 08', 'NIKI']",spotify:track:5ZaaHM8HRizjncGBAIfK0C,0.493,0.69,7,-4.768,1,0.275,0.42,0.0,0.126,0.478,76.85
Poolside Manor,"['88rising', 'AUGUST 08', 'NIKI']",spotify:track:6XexzlVsjQOuNQ5pcfWOdq,0.588,0.541,10,-7.212,1,0.0626,0.417,0.0,0.107,0.0816,77.478
History,"['88rising', 'Rich Brian']",spotify:track:4TwVtW8hS5LyLoDtJGpUOg,0.554,0.589,3,-8.163,0,0.231,0.613,0.000257,0.0982,0.414,74.982
Jerk It Out,['Caesars'],spotify:track:6sbp4i2FtlsQSVMepZPG9c,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007
1999 WILDFIRE,['BROCKHAMPTON'],spotify:track:1t4pPnbkOjzoA5RvsDjvUU,0.811,0.57,5,-8.093,1,0.129,0.253,0.0,0.148,0.814,128.066
1998 TRUMAN,['BROCKHAMPTON'],spotify:track:0ToC28lLiwEKyQdN4FXypS,0.607,0.713,5,-6.206,1,0.243,0.166,0.0,0.769,0.482,134.994
Lovesick Blues,['Mason Ramsey'],spotify:track:4H8p5SlXFOb17x7p2koAM5,0.714,0.62,2,-2.742,1,0.0283,0.77,0.0,0.142,0.51,126.049
Genie,['YoungBoy Never Broke Again'],spotify:track:2ulXW6DPrhTDt7ZqqYDdhu,0.598,0.605,7,-4.92,0,0.452,0.286,0.0,0.0875,0.513,159.517
Public Enemy,"['Yellow Claw', 'DJ Snake']",spotify:track:6djuScFQQLO2dFeu3uWegf,0.578,0.968,6,-2.078,0,0.0519,1.48e-05,0.341,0.689,0.267,150.021
Kanye's Bday Song,"['Chaos Chaos', 'Rick and Morty']",spotify:track:35hWFT2iRk3hUYUnYRY9YL,0.829,0.727,1,-8.942,1,0.122,0.041,4.24e-05,0.121,0.895,122.049
Teenage Fantasy,['Jorja Smith'],spotify:track:0fIFjeeLJjIBliWUCsxyMF,0.583,0.677,4,-10.21,0,0.439,0.47,0.193,0.43,0.495,176.119
Lost & Found,['Jorja Smith'],spotify:track:6jaLFu5HvfNrI1JmcM4eXu,0.653,0.5,0,-9.203,1,0.108,0.243,0.0027,0.105,0.325,76.041
Blue Lights,['Jorja Smith'],spotify:track:1It1TxBK3xIQAB4xJkPevn,0.692,0.57,7,-8.077,1,0.185,0.666,0.0,0.107,0.309,91.917
Goodbyes,['Jorja Smith'],spotify:track:4CYBfRX3oEPni9Elqm8Bnt,0.512,0.184,9,-8.812,0,0.0587,0.866,0.0,0.284,0.37,85.82
Monster Among Men,['5 Seconds of Summer'],spotify:track:7CQN84rMdkBzXJVsvefOM6,0.495,0.678,0,-4.627,1,0.0583,0.0918,0.0,0.078,0.475,166.105
Got Friends,"['GoldLink', 'Miguel']",spotify:track:1PVza5KmhSJhz12OewWciE,0.691,0.75,10,-3.934,0,0.347,0.104,0.0,0.123,0.345,143.744
Bigger Than You (feat. Drake & Quavo),"['2 Chainz', 'Drake', 'Quavo']",spotify:track:5S1IUPueD0xE0vj4zU3nSf,0.888,0.515,1,-6.246,1,0.271,0.247,0.0,0.446,0.264,141.009
The Bloodiest,['Jay Rock'],spotify:track:54im2NdFHRdrkzVeFPj78z,0.635,0.652,0,-4.303,0,0.127,0.0757,3.35e-05,0.337,0.322,147.955
For What It's Worth,['Jay Rock'],spotify:track:41uDjq5gbtX5ooG1JOa8VB,0.805,0.537,0,-7.215,1,0.431,0.426,3.87e-06,0.218,0.535,144.045
Knock It Off,['Jay Rock'],spotify:track:7H6r4neriC5myT37LECCwf,0.925,0.455,6,-7.525,1,0.125,0.355,3.45e-05,0.115,0.885,132.991
ES Tales,['Jay Rock'],spotify:track:7oOi3TK0OeAwb6fdLXg0WY,0.697,0.783,10,-5.932,0,0.408,0.188,0.0,0.127,0.537,81.013
Rotation 112th,['Jay Rock'],spotify:track:2eukyNeMlFD8ULgttOeFwH,0.742,0.711,10,-4.658,1,0.237,0.0614,0.00623,0.124,0.294,175.903
Tap Out (feat. Jeremih),"['Jay Rock', 'Jeremih']",spotify:track:0kCygKyDa4KT1Whx3wHIhh,0.676,0.62,5,-6.343,0,0.0562,0.105,0.0,0.211,0.607,100.06
OSOM (feat. J. Cole),"['Jay Rock', 'J. Cole']",spotify:track:2m3G4SXZiJEOvqf3s0s9d8,0.749,0.674,8,-6.756,0,0.229,0.406,0.0,0.296,0.396,124.917
